tfidf,bm25,embedding,section_aware,P@5_v1,P@5_v2,R@5_v1,R@5_v2,nDCG@5_v1,nDCG@5_v2,MAP_v1,MAP_v2,MRR_v1,MRR_v2
0.0,0.3,0.0,0.6,0.36000000000000004,0.4,0.36000000000000004,0.3219047619047619,0.7934935966978338,0.8796289083125124,0.3779365079365079,0.31706349206349205,0.8285714285714285,0.85
0.0,0.3,0.05,0.55,0.36000000000000004,0.4,0.36000000000000004,0.3219047619047619,0.7900720130891714,0.8762073247038501,0.369047619047619,0.310952380952381,0.8285714285714285,0.85
0.0,0.3,0.1,0.5,0.36000000000000004,0.4,0.36000000000000004,0.3219047619047619,0.7900720130891714,0.8762073247038501,0.369047619047619,0.310952380952381,0.8285714285714285,0.85
0.0,0.3,0.15,0.45,0.36000000000000004,0.4,0.36000000000000004,0.3219047619047619,0.777783503498274,0.8639188151129525,0.3557142857142857,0.2976190476190476,0.8285714285714285,0.85
0.0,0.3,0.2,0.4,0.4,0.44000000000000006,0.4,0.3504761904761905,0.7478524846052249,0.8339877962199035,0.3592698412698413,0.30063492063492064,0.8285714285714285,0.85
0.0,0.3,0.25,0.35,0.36000000000000004,0.4,0.36000000000000004,0.3254761904761905,0.7512740682138873,0.837409379828566,0.3539365079365079,0.2973015873015873,0.8285714285714285,0.85
0.0,0.3,0.3,0.3,0.36000000000000004,0.4,0.36000000000000004,0.3254761904761905,0.7471609574212483,0.833296269035927,0.34238095238095234,0.2885238095238095,0.8285714285714285,0.85
0.0,0.3,0.35,0.25,0.32,0.36000000000000004,0.32,0.28547619047619055,0.7540131389365884,0.840148450551267,0.3183809523809524,0.27202380952380956,0.8285714285714285,0.85
0.0,0.3,0.4,0.2,0.32,0.36000000000000004,0.32,0.28547619047619055,0.7540131389365884,0.840148450551267,0.32352380952380955,0.2771666666666667,0.8285714285714285,0.85
0.0,0.3,0.45,0.15,0.32,0.36000000000000004,0.32,0.28547619047619055,0.6801990896508799,0.7663344012655585,0.30226984126984124,0.2559126984126984,0.7285714285714285,0.75
0.0,0.3,0.5,0.1,0.32,0.36000000000000004,0.32,0.28547619047619055,0.6801990896508799,0.7575696510977883,0.2896507936507936,0.2426190476190476,0.7333333333333333,0.74
0.0,0.3,0.55,0.05,0.36000000000000004,0.36000000000000004,0.36000000000000004,0.28547619047619055,0.7629437330584472,0.7629437330584472,0.29498412698412696,0.24547619047619046,0.74,0.74
0.0,0.3,0.6,0.0,0.4,0.4,0.4,0.3188095238095238,0.7793199353777501,0.7793199353777501,0.2915555555555555,0.24132936507936503,0.75,0.75
0.0,0.35,0.0,0.55,0.4,0.44000000000000006,0.4,0.3504761904761905,0.7700689811069509,0.8562042927216295,0.40371428571428575,0.34369047619047616,0.8285714285714285,0.85
0.0,0.35,0.05,0.5,0.4,0.44000000000000006,0.4,0.3504761904761905,0.7700689811069509,0.8562042927216295,0.40371428571428575,0.34369047619047616,0.8285714285714285,0.85
0.0,0.35,0.1,0.45,0.4,0.44000000000000006,0.4,0.3504761904761905,0.7666473974982885,0.8527827091129669,0.3946031746031746,0.33730158730158727,0.8285714285714285,0.85
0.0,0.35,0.15,0.4,0.4,0.44000000000000006,0.4,0.3504761904761905,0.7601409941961224,0.8462763058108009,0.39371428571428574,0.3366904761904762,0.8285714285714285,0.85
0.0,0.35,0.2,0.35,0.4,0.44000000000000006,0.4,0.3504761904761905,0.7601409941961224,0.8462763058108009,0.39371428571428574,0.3366904761904762,0.8285714285714285,0.85
0.0,0.35,0.25,0.3,0.4,0.44000000000000006,0.4,0.3504761904761905,0.7601409941961224,0.8462763058108009,0.3946031746031746,0.3375793650793651,0.8285714285714285,0.85
0.0,0.35,0.3,0.25,0.36000000000000004,0.4,0.36000000000000004,0.3254761904761905,0.6856354177264373,0.7717707293411159,0.35126984126984123,0.2949126984126984,0.7285714285714285,0.75
0.0,0.35,0.35,0.2,0.32,0.36000000000000004,0.32,0.28547619047619055,0.6962549318212424,0.782390243435921,0.33838095238095234,0.28535714285714286,0.7285714285714285,0.75
0.0,0.35,0.4,0.15,0.32,0.36000000000000004,0.32,0.28547619047619055,0.6962549318212424,0.782390243435921,0.3165555555555555,0.2708333333333333,0.7333333333333333,0.75
0.0,0.35,0.45,0.1,0.36000000000000004,0.4,0.36000000000000004,0.3188095238095238,0.7736254932681508,0.7965080988896199,0.3187619047619047,0.2742857142857143,0.74,0.75
0.0,0.35,0.5,0.05,0.4,0.4,0.4,0.3188095238095238,0.7965080988896199,0.7965080988896199,0.31199999999999994,0.2633333333333333,0.75,0.75
0.0,0.35,0.55,0.0,0.4,0.4,0.4,0.3188095238095238,0.784197324898015,0.784197324898015,0.31599999999999995,0.2619047619047619,0.7166666666666666,0.7166666666666666
0.0,0.4,0.0,0.5,0.4,0.44000000000000006,0.4,0.3504761904761905,0.7700689811069509,0.8562042927216295,0.40371428571428575,0.34369047619047616,0.8285714285714285,0.85
0.0,0.4,0.05,0.45,0.4,0.44000000000000006,0.4,0.3504761904761905,0.7700689811069509,0.8562042927216295,0.40371428571428575,0.34369047619047616,0.8285714285714285,0.85
0.0,0.4,0.1,0.4,0.4,0.44000000000000006,0.4,0.3504761904761905,0.7666473974982885,0.8527827091129669,0.397047619047619,0.3401719576719577,0.8285714285714285,0.85
0.0,0.4,0.15,0.35,0.4,0.44000000000000006,0.4,0.3504761904761905,0.6863269449104139,0.7724622565250925,0.3746031746031746,0.31757936507936513,0.7285714285714285,0.75
0.0,0.4,0.2,0.3,0.4,0.44000000000000006,0.4,0.3504761904761905,0.6863269449104139,0.7724622565250925,0.3746031746031746,0.31757936507936513,0.7285714285714285,0.75
0.0,0.4,0.25,0.25,0.4,0.44000000000000006,0.4,0.3504761904761905,0.6614019653641423,0.7475372769788209,0.36593650793650795,0.3077698412698413,0.6952380952380952,0.7166666666666666
0.0,0.4,0.3,0.2,0.36000000000000004,0.4,0.36000000000000004,0.3188095238095238,0.7528136245145183,0.7756962301359873,0.35888888888888887,0.3042460317460317,0.7066666666666667,0.7166666666666666
0.0,0.4,0.35,0.15,0.36000000000000004,0.4,0.36000000000000004,0.3188095238095238,0.7528136245145183,0.7756962301359873,0.35333333333333333,0.30011904761904756,0.7066666666666667,0.7166666666666666
0.0,0.4,0.4,0.1,0.36000000000000004,0.4,0.36000000000000004,0.3188095238095238,0.7615783746822885,0.7756962301359873,0.34800000000000003,0.2961904761904762,0.7166666666666666,0.7166666666666666
0.0,0.4,0.45,0.05,0.4,0.4,0.4,0.3188095238095238,0.7756962301359873,0.7756962301359873,0.3213333333333333,0.2715238095238095,0.7166666666666666,0.7166666666666666
0.0,0.4,0.5,0.0,0.4,0.4,0.4,0.3188095238095238,0.7756962301359873,0.7756962301359873,0.3093333333333333,0.2595238095238095,0.7166666666666666,0.7166666666666666
